review,sentiment
"Rasanya kurang asin, perlu ditambah garam. It lacks salt, needs more salt.",negatif
"Saya merasa bosan dengan menu yang itu-itu saja, tidak ada inovasi. I feel bored with the same old menu, no innovation.",netral
"Saya tidak suka dengan tekstur makanan ini, terlalu lembek. I don't like the texture of this food, too soggy.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, lambat dan tidak ramah. I am dissatisfied with the service here, slow and unfriendly.",negatif
"Saya tidak akan merekomendasikan tempat ini kepada siapa pun, pengalaman buruk. I would not recommend this place to anyone, a bad experience.",negatif
"Dimsum-nya enak dan variatif, isiannya melimpah. The dim sum is delicious and varied, with abundant filling.",positif
"Bubur ayamnya hangat dan lezat, pas untuk sarapan. The chicken porridge is warm and delicious, perfect for breakfast.",positif
"Lontong sayurnya segar dan kuahnya gurih, bumbunya medok. The rice cake in coconut milk soup is fresh and the broth is savory, rich in flavor.",positif
"Saya suka dengan acar yang pedasnya pas, menyegarkan. I like the pickle that's just right in spiciness, refreshing.",positif
"Ketopraknya enak dengan bumbu kacang yang nikmat, pedas manis. The ketoprak is good with delicious peanut sauce, sweet and spicy.",positif
"Rasanya terlalu pedas, lidah saya terbakar. It's too spicy, my tongue is burning.",negatif
"Saya merasa mulas setelah makan di sini, perut tidak nyaman. I felt stomach cramps after eating here, my stomach was uncomfortable.",negatif
"Tempatnya terlalu ramai, sulit mencari tempat duduk. The place is too crowded, hard to find a seat.",negatif
"Saya merasa tidak nyaman dengan suasananya yang berisik. I feel uncomfortable with the noisy atmosphere.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, diabaikan. I feel undervalued as a customer, ignored.",negatif
"Martabak manisnya enak dan toppingnya melimpah ruah. The sweet pancake is delicious with abundant toppings.",positif
"Bandrek-nya hangat dan menenangkan, cocok di malam hari. The bandrek is warm and soothing, perfect for evening.",positif
"Bajigur-nya manis dan gurih, menghangatkan badan. The bajigur is sweet and savory, warming the body.",positif
"Saya suka dengan jahe yang menghangatkan, segar. I like the warming ginger, fresh.",positif
"Es cendolnya segar dan manis, pas menghilangkan dahaga. The cendol ice is fresh and sweet, perfect for quenching thirst.",positif
"Rasanya terlalu hambar, seperti air tawar. It tastes too bland, like plain water.",negatif
"Saya merasa tidak nyaman dengan kebersihan tempat ini, banyak debu. I feel uncomfortable with the cleanliness of this place, a lot of dust.",negatif
"Porsinya terlalu kecil, tidak sebanding dengan harganya. The portion is too small, not comparable to the price.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, sangat mengecewakan. I am dissatisfied with the service here, very disappointing.",negatif
"Saya tidak akan kembali lagi ke sini, sudah cukup. I will not come back here again, that's enough.",negatif
"Kopi susunya enak dan creamy, sangat pas. The milk coffee is good and creamy, perfect.",positif
"Teh tarik-nya manis dan segar, busanya tebal. The pulled tea is sweet and fresh, thick foam.",positif
"Jus alpukanya segar dan dingin, buahnya matang. The avocado juice is fresh and cold, ripe fruit.",positif
"Saya suka dengan es batu yang banyak, bikin dingin. I like a lot of ice cubes, makes it cold.",positif
"Smoothie mangganya enak dan sehat, segar sekali. The mango smoothie is good and healthy, very refreshing.",positif
"Rasanya terlalu asam, tidak bisa diminum. It tastes too sour, undrinkable.",negatif
"Saya merasa tidak nyaman dengan suasananya yang sumpek. I feel uncomfortable with the stuffy atmosphere.",negatif
"Penyajiannya lambat, menunggu lama sekali. The presentation is slow, waiting for a very long time.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, diabaikan. I feel undervalued as a customer, ignored.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, buruk sekali. I am disappointed with the dining experience here, it's very bad.",negatif
"Roti bakarnya enak dengan selai yang lezat, rotinya lembut. The grilled bread is good with delicious jam, the bread is soft.",positif
"Sandwich-nya segar dengan isian yang beragam, sayurnya fresh. The sandwich is fresh with various fillings, fresh vegetables.",positif
"Salad buahnya segar dan menyehatkan, buahnya pilihan. The fruit salad is fresh and healthy, selected fruits.",positif
"Saya suka dengan saus yang creamy, rasanya pas. I like the creamy sauce, the taste is just right.",positif
"Yogurt-nya enak dan menyehatkan, tidak terlalu asam. The yogurt is good and healthy, not too sour.",positif
"Rasanya terlalu manis, bikin sakit gigi. It's too sweet, causes toothache.",negatif
"Saya merasa mual setelah makan di sini, pusing. I felt nauseous after eating here, dizzy.",negatif
"Tempatnya kotor dan banyak sampah berserakan. The place is dirty with a lot of trash scattered around.",negatif
"Saya merasa tidak aman dengan kebersihan makanan di sini, meragukan. I feel unsafe with the food hygiene here, questionable.",negatif
"Saya tidak akan merekomendasikan tempat ini kepada siapa pun, hindari. I would not recommend this place to anyone, avoid it.",negatif
"Nasi padangnya enak dengan rendang yang empuk, bumbunya medok. The Padang rice is good with tender rendang, rich in seasoning.",positif
"Gulai ayamnya lezat dan kuahnya kaya rasa, santannya kental. The chicken curry is delicious and the broth is rich in flavor, thick coconut milk.",positif
"Sate padangnya empuk dan bumbunya meresap, wangi bakaran. The Padang satay is tender and well-seasoned, delightful grilled aroma.",positif
"Saya suka dengan sambal ijo yang pedasnya pas, bikin nagih. I like the green chili sauce that's just right in spiciness, addictive.",positif
"Ayam pop-nya renyah dan lezat, bumbunya meresap. The crispy fried chicken is crunchy and delicious, well-seasoned.",positif
"Rasanya kurang pedas, saya kurang puas. It lacks spice, I'm not satisfied.",negatif
"Saya merasa terlalu kenyang setelah makan di sini, porsi besar. I feel too full after eating here, large portion.",netral
"Porsinya terlalu kecil, tidak sepadan dengan harga. The portion is too small, not comparable to the price.",negatif
"Saya tidak suka dengan rasa makanannya, sangat tidak cocok. I don't like the taste of the food, very unsuitable.",negatif
"Saya merasa tidak nyaman dengan pelayanan di sini, acuh tak acuh. I feel uncomfortable with the service here, indifferent.",negatif
"Sate kambingnya enak dan empuk, tidak bau prengus. The lamb satay is good and tender, no gamey smell.",positif
"Gulai kambingnya lezat dan kuahnya kaya rasa, rempahnya kuat. The lamb curry is delicious and the broth is rich in flavor, strong spices.",positif
"Tengklengnya enak dengan daging yang empuk, bumbunya mantap. The tengkleng is good with tender meat, great seasoning.",positif
"Saya suka dengan bumbu yang meresap sempurna ke dalam daging. I like the seasoning that perfectly penetrates the meat.",positif
"Soto betawi-nya enak dengan santan yang kental, gurih. The Betawi soto is good with thick coconut milk, savory.",positif
"Rasanya terlalu berminyak, bikin eneg. It's too oily, makes me nauseous.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu gelap. I feel uncomfortable with the atmosphere, too dark.",negatif
"Penyajiannya lambat sekali, butuh waktu lama. The presentation is very slow, takes a long time.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, diabaikan. I feel undervalued as a customer, ignored.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, tidak sesuai harapan. I am disappointed with the dining experience here, it did not meet expectations.",negatif
"Bakmie jawa-nya enak dan kuahnya gurih, mi-nya kenyal. The Javanese noodles are good and the broth is savory, the noodles are chewy.",positif
"Nasi goreng jawa-nya lezat dan pedas, bumbunya pas. The Javanese fried rice is delicious and spicy, well-seasoned.",positif
"Soto ayam ambengan-nya enak dengan kuahnya yang segar, bening. The Ambengan chicken soto is good with fresh, clear broth.",positif
"Saya suka dengan kerupuk udangnya yang renyah, pendamping sempurna. I like the crispy shrimp crackers, perfect companion.",positif
"Pecel madiun-nya enak dengan bumbu kacangnya yang khas, legit. The Madiun pecel is good with its distinctive, delicious peanut sauce.",positif
"Rasanya terlalu asin, terlalu banyak garam. It's too salty, too much salt.",negatif
"Saya merasa mulas setelah makan di sini, perut tidak enak. I felt stomach cramps after eating here, my stomach was upset.",negatif
"Tempatnya terlalu berisik, tidak bisa santai. The place is too noisy, can't relax.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu ramai. I feel uncomfortable with the atmosphere, too crowded.",negatif
"Saya merasa tidak aman dengan kebersihan makanan di sini, meragukan. I feel unsafe with the food hygiene here, questionable.",negatif
"Ayam geprek-nya enak dan pedasnya nampol, sambalnya gila. The smashed chicken is good and intensely spicy, the chili is crazy.",positif
"Nasi goreng ayam geprek-nya lezat dan bikin ketagihan, porsinya pas. The smashed chicken fried rice is delicious and addictive, portion is just right.",positif
"Indomie goreng ayam geprek-nya enak dan praktis, inovatif. The smashed chicken fried instant noodles are good and practical, innovative.",positif
"Saya suka dengan sambal yang super pedas, bikin nagih terus. I like the super spicy chili sauce, keeps me wanting more.",positif
"Es teh manisnya segar dan dingin, cocok untuk pedas. The sweet iced tea is fresh and cold, perfect for spicy food.",positif
"Rasanya terlalu pedas untuk saya, tidak kuat. It's too spicy for me, I can't handle it.",negatif
"Saya merasa sakit perut setelah makan di sini, sangat tidak nyaman. I felt a stomachache after eating here, very uncomfortable.",negatif
"Porsinya terlalu kecil, tidak sepadan harga. The portion is too small, not worth the price.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, kurang cepat. I am dissatisfied with the service here, too slow.",negatif
"Saya tidak akan kembali lagi ke sini, sudah cukup. I will not come back here again, that's enough.",negatif
"Sushi-nya segar dan enak, ikannya berkualitas. The sushi is fresh and good, quality fish.",positif
"Ramen-nya lezat dan kuahnya kaya rasa, kaldunya kuat. The ramen is delicious and the broth is rich in flavor, strong broth.",positif
"Tempura-nya renyah dan tidak berminyak, garing. The tempura is crispy and not oily, crunchy.",positif
"Saya suka dengan wasabi yang pedasnya pas, segar. I like the wasabi that's just right in spiciness, fresh.",positif
"Miso soup-nya hangat dan menenangkan, cocok di musim hujan. The miso soup is warm and soothing, perfect for rainy season.",positif
"Rasanya terlalu asin, terlalu banyak soy sauce. It's too salty, too much soy sauce.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu remang. I feel uncomfortable with the atmosphere, too dim.",negatif
"Penyajiannya lambat, butuh kesabaran. The presentation is slow, requires patience.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, diabaikan. I feel undervalued as a customer, ignored.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, jauh dari harapan. I am disappointed with the dining experience here, far from expectations.",negatif
"Pizza hut-nya enak dan toppingnya melimpah, kejunya banyak. The Pizza Hut is good with abundant toppings, lots of cheese.",positif
"KFC-nya renyah dan lezat, ayamnya juicy. The KFC is crispy and delicious, juicy chicken.",positif
"McDonald's-nya praktis dan cepat, cocok saat buru-buru. McDonald's is practical and fast, suitable when in a hurry.",positif
"Saya suka dengan saus sambalnya yang pedas, bikin semangat. I like the spicy chili sauce, makes me energetic.",positif
"Burger king-nya enak dan porsinya besar, kenyang. The Burger King is good and has large portions, filling.",positif
"Rasanya terlalu berminyak, bikin eneg. It's too oily, makes me nauseous.",negatif
"Saya merasa tidak nyaman dengan kebersihan tempat ini, kurang bersih. I feel uncomfortable with the cleanliness of this place, not clean enough.",negatif
"Porsinya terlalu kecil, tidak mengenyangkan. The portion is too small, not filling.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, kurang ramah. I am dissatisfied with the service here, unfriendly.",negatif
"Saya tidak akan merekomendasikan tempat ini kepada siapa pun, buruk. I would not recommend this place to anyone, it's bad.",negatif
"Warung nasi ampera-nya enak dan harganya terjangkau, porsi melimpah. The Ampera rice stall is good and affordable, abundant portions.",positif
"Warung soto lamongan-nya lezat dan kuahnya segar, rempahnya kuat. The Lamongan soto stall is delicious and the broth is fresh, strong spices.",positif
"Warung pecel lele-nya renyah dan bumbunya meresap, sambalnya jos. The catfish pecel stall is crispy and well-seasoned, the chili is excellent.",positif
"Saya suka dengan sambal terasinya yang pedasnya pas, bikin nagih. I like the shrimp paste chili sauce that's just right in spiciness, addictive.",positif
"Warung nasi uduk-nya harum dan lezat, pulen. The savory coconut rice stall is fragrant and delicious, fluffy.",positif
"Rasanya kurang bumbu, hambar. It lacks seasoning, bland.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu panas. I feel uncomfortable with the atmosphere, too hot.",negatif
"Penyajiannya lambat, bikin nunggu lama. The presentation is slow, makes me wait long.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, seperti tidak penting. I feel undervalued as a customer, like I'm not important.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, tidak memuaskan. I am disappointed with the dining experience here, not satisfying.",negatif
"Bubur kacang hijau-nya enak dan manis, santannya pas. The green bean porridge is good and sweet, perfect coconut milk.",positif
"Es campur-nya segar dan dingin, banyak isian. The mixed ice is fresh and cold, many fillings.",positif
"Kolak pisang-nya hangat dan lezat, pisangnya lembut. The banana compote is warm and delicious, tender banana.",positif
"Saya suka dengan santannya yang kental, gurih. I like the thick, savory coconut milk.",positif
"Cendol-nya enak dan manisnya pas, segar. The cendol is good and perfectly sweet, fresh.",positif
"Rasanya terlalu manis, bikin cepat eneg. It's too sweet, makes me nauseous quickly.",negatif
"Saya merasa mual setelah makan di sini, perut tidak enak. I felt nauseous after eating here, my stomach was upset.",negatif
"Tempatnya kotor dan banyak lalat beterbangan, menjijikkan. The place is dirty with many flies buzzing around, disgusting.",negatif
"Saya merasa tidak aman dengan kebersihan makanan di sini, ragu. I feel unsafe with the food hygiene here, doubtful.",negatif
"Saya tidak akan kembali lagi ke sini, kapok. I will not come back here again, fed up.",negatif
"Salad sayur-nya segar dan menyehatkan, sayurnya renyah. The vegetable salad is fresh and healthy, crispy vegetables.",positif
"Sup sayur-nya hangat dan lezat, bumbunya pas. The vegetable soup is warm and delicious, well-seasoned.",positif
"Tumis sayur-nya enak dan bumbunya meresap, sayurnya fresh. The stir-fried vegetables are good and well-seasoned, fresh vegetables.",positif
"Saya suka dengan sayuran yang renyah dan tidak layu. I like the crispy and fresh vegetables.",positif
"Capcay-nya enak dan variatif, isiannya banyak. The capcay is good and varied, many fillings.",positif
"Rasanya terlalu hambar, kurang garam. It's too bland, lacks salt.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu pengap. I feel uncomfortable with the atmosphere, too stuffy.",negatif
"Porsinya terlalu kecil, tidak kenyang. The portion is too small, not filling.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, tidak ada senyum. I am dissatisfied with the service here, no smiles.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, tidak ada yang istimewa. I am disappointed with the dining experience here, nothing special.",negatif
"Nasi liwet-nya enak dan gurih, pulen. The liwet rice is good and savory, fluffy.",positif
"Ayam goreng kremes-nya renyah dan lezat, kriuknya mantap. The crispy fried chicken is crunchy and delicious, great crispiness.",positif
"Sayur asem-nya segar dan kuahnya asam manis, pas. The sour vegetable soup is fresh and the broth is sweet and sour, perfect.",positif
"Saya suka dengan sambal yang pedasnya pas, cocok dengan nasi liwet. I like the chili sauce that's just right in spiciness, suitable with liwet rice.",positif
"Tahu tempe mendoan-nya enak dan gurih, empuk. The mendoan tofu and tempeh are good and savory, tender.",positif
"Rasanya kurang pedas, saya suka yang lebih pedas. It lacks spice, I like it spicier.",negatif
"Saya merasa terlalu kenyang setelah makan di sini, porsi besar. I feel too full after eating here, large portion.",netral
"Porsinya terlalu kecil, tidak sepadan. The portion is too small, not worth it.",negatif
"Saya tidak suka dengan rasa makanannya, sangat aneh. I don't like the taste of the food, very strange.",negatif
"Saya merasa tidak nyaman dengan pelayanan di sini, lambat. I feel uncomfortable with the service here, slow.",negatif
"Saya tidak akan merekomendasikan tempat ini kepada siapa pun, buruk. I would not recommend this place to anyone, it's bad.",negatif
"Sate lilit-nya enak dan bumbunya meresap, otentik Bali. The satay lilit is good and well-seasoned, authentic Balinese.",positif
"Lawar-nya segar dan kuahnya kaya rasa, rempahnya kuat. The lawar is fresh and the broth is rich in flavor, strong spices.",positif
"Ayam betutu-nya lezat dan pedasnya pas, dagingnya lembut. The chicken betutu is delicious and perfectly spicy, tender meat.",positif
"Saya suka dengan sambal matah yang segar, pedasnya nikmat. I like the fresh chili matah sauce, deliciously spicy.",positif
"Babi guling-nya enak dan kulitnya renyah, dagingnya juicy. The suckling pig is good and the skin is crispy, juicy meat.",positif
"Rasanya terlalu pedas, tidak bisa menikmati. It's too spicy, I can't enjoy it.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu panas. I feel uncomfortable with the atmosphere, too hot.",negatif
"Penyajiannya lambat, bikin nunggu. The presentation is slow, makes me wait.",negatif
"Saya merasa tidak dihargai sebagai pelanggan, diabaikan. I feel undervalued as a customer, ignored.",negatif
"Saya merasa kecewa dengan pengalaman makan di sini, tidak worth it. I am disappointed with the dining experience here, not worth it.",negatif
"Gado-gado jakarta-nya enak dan bumbu kacangnya nikmat, kental. The Jakarta gado-gado is good and the peanut sauce is delicious, thick.",positif
"Ketoprak bandung-nya lezat dan kuahnya gurih, bumbunya pas. The Bandung ketoprak is delicious and the broth is savory, well-seasoned.",positif
"Siomay-nya enak dan sausnya pedas manis, kenyal. The siomay is good and the sauce is sweet and spicy, chewy.",positif
"Saya suka dengan tahu dan tempe yang renyah, gorengan pas. I like the crispy tofu and tempeh, perfect fried snacks.",positif
"Batagor-nya enak dan bumbunya meresap, garing. The batagor is good and well-seasoned, crunchy.",positif
"Rasanya kurang asin, kurang gurih. It lacks salt, not savory enough.",negatif
"Saya merasa mulas setelah makan di sini, perut tidak enak. I felt stomach cramps after eating here, my stomach was upset.",negatif
"Tempatnya terlalu berisik, sulit berbicara. The place is too noisy, hard to talk.",negatif
"Saya merasa tidak nyaman dengan suasananya, terlalu ramai. I feel uncomfortable with the atmosphere, too crowded.",negatif
"Saya merasa tidak aman dengan kebersihan makanan di sini, meragukan. I feel unsafe with the food hygiene here, questionable.",negatif
"Es krim gelato-nya enak dan rasanya beragam, banyak pilihan. The gelato ice cream is good and varied in flavors, many choices.",positif
"Yogurt frozen-nya segar dan menyehatkan, topping melimpah. The frozen yogurt is fresh and healthy, abundant toppings.",positif
"Pudding cokelat-nya lembut dan nikmat, meleleh. The chocolate pudding is soft and delicious, melts.",positif
"Saya suka dengan topping yang beragam, bisa pilih sesuka hati. I like the varied toppings, can choose as I please.",positif
"Cheesecake-nya enak dan creamy, tidak terlalu manis. The cheesecake is good and creamy, not too sweet.",positif
"Rasanya terlalu manis, bikin eneg. It's too sweet, makes me nauseous.",negatif
"Saya merasa tidak nyaman dengan kebersihan tempat ini, kotor. I feel uncomfortable with the cleanliness of this place, dirty.",negatif
"Porsinya terlalu kecil, tidak puas. The portion is too small, not satisfying.",negatif
"Saya merasa tidak puas dengan pelayanan di sini, tidak responsif. I am dissatisfied with the service here, unresponsive.",negatif
"Saya tidak akan kembali lagi ke sini, kapok. I will not come back here again, fed up.",negatif
"Kelezatan soto babatnya sangat autentik, kuahnya kental rempah. The authenticity of the tripe soto is superb, its broth is thick with spices.",positif
"Pelayan resto sangat cepat tanggap, pesanan tidak pakai lama. Restaurant staff are very responsive, orders don't take long.",positif
"Suasana tempat makan sungguh artistik, cocok untuk foto. The dining atmosphere is truly artistic, suitable for photos.",positif
"Porsi menu ayam bakar jumbo, harga sesuai, sangat kenyang. The grilled chicken menu has a jumbo portion, fair price, very filling.",positif
"Terinspirasi untuk mencoba semua menu setelah pengalaman pertama ini. Inspired to try all menus after this first experience.",positif
"Sop iganya lumayan, tapi kurang spesial dibandingkan tempat lain. The ribs soup is okay, but less special compared to other places.",netral
"Harganya sangat mahal untuk semangkuk bakso yang porsinya kecil. The price is very expensive for a small bowl of meatballs.",negatif
"Antrean sangat panjang dan pelayanan kasir sangat lambat, bikin kesal. The queue is very long and cashier service is very slow, annoying.",negatif
"Nasi gorengnya terasa hambar, tidak ada rasa apa-apa. The fried rice tastes bland, absolutely no flavor.",negatif
"Saya menemukan puntung rokok di area makan, sangat jorok! I found a cigarette butt in the dining area, very dirty!",negatif
"Ayam geprek pedasnya juara, benar-benar nampol dan bikin nagih. The smashed chicken's spiciness is a winner, truly intense and addictive.",positif
"Kopi susu racikan mereka sangat pas, creamy dan aromatik. Their coffee milk blend is perfect, creamy and aromatic.",positif
"Tempatnya asri dengan taman kecil, menenangkan hati. The place is leafy with a small garden, calming for the heart.",positif
"Variasi roti bakarnya sangat kreatif dan semuanya lezat. Their toasted bread variations are very creative and all delicious.",positif
"Pelayanannya responsif dan sangat membantu mencarikan meja kosong. The service is responsive and very helpful in finding empty tables.",positif
"Cemilan pisang gorengnya biasa saja, tidak ada yang menonjol. The fried banana snack is just ordinary, nothing stands out.",netral
"Minumannya terlalu manis, bikin cepat eneg dan tidak sehat. The drink is too sweet, makes me nauseous quickly and unhealthy.",negatif
"Kebersihan sendok dan garpu kurang, ada noda bekas makanan. The cleanliness of the spoons and forks is lacking, there are food stains.",negatif
"Steak saya datang gosong di satu sisi, sangat mengecewakan. My steak came burnt on one side, very disappointing.",negatif
"Wifi di tempat ini tidak berfungsi sama sekali, padahal butuh. The wifi here doesn't work at all, even though I needed it.",negatif
"Salad buahnya sangat fresh, dressingnya pun seimbang sempurna. The fruit salad is very fresh, and the dressing is perfectly balanced.",positif
"Pindang serani ikannya segar dan kuahnya medok, pedas asam manis. The Pindang Serani fish is fresh and the broth is rich, spicy, sour, and sweet.",positif
"Pelayanan kasir sangat ramah, senyumnya tulus dan tulus melayani. Cashier service is very friendly, genuinely smiling and serving wholeheartedly.",positif
"Ruangan VIP-nya nyaman dan luas, cocok untuk acara besar. The VIP room is comfortable and spacious, suitable for large events.",positif
"Menu dessert-nya selalu baru dan inovatif, selalu ada kejutan. Their dessert menu is always new and innovative, always a surprise.",positif
"Bubur kacang hijau ini ya begitulah, standar rumahan. This green bean porridge is just like homemade standard.",netral
"Harga kopi latte di sini overprice, tidak sepadan rasanya. The price of coffee latte here is overpriced, not worth the taste.",negatif
"Roti tawarnya basi, sudah berjamur kecil di pinggirannya. The plain bread is stale, already slightly moldy on the edges.",negatif
"Restoran ini terlalu dingin karena AC-nya terlalu kencang. This restaurant is too cold because the AC is too strong.",negatif
"Pegawai lupa mencatat pesanan, jadi kami menunggu sangat lama. The staff forgot to note the order, so we waited very long.",negatif
"Sop ikan guraminya bening dan segar, sangat recommended. The gurame fish soup is clear and fresh, highly recommended.",positif
"Sate lilit ayamnya lezat dengan bumbu rempah Bali yang kuat. The chicken lilit satay is delicious with strong Balinese spice seasoning.",positif
"Waktu penyajian sangat cepat, kami tidak perlu menunggu lama. Serving time is very fast, we didn't have to wait long.",positif
"Suasana musiknya enak, tidak terlalu kencang dan bikin betah. The music ambiance is pleasant, not too loud and makes you feel at home.",positif
"Rasa babi gulingnya otentik Bali, kulitnya crispy pol. The taste of the suckling pig is authentic Balinese, the skin is super crispy.",positif
"Nasi campurnya ya, standar warung, tidak ada yang istimewa. The mixed rice is standard, like a street stall, nothing special.",netral
"Tempat parkir sangat sulit dan kecil, sering penuh. Parking is very difficult and small, often full.",negatif
"Menu yang dipesan berbeda dengan yang datang, stafnya salah. The ordered menu was different from what arrived, the staff made a mistake.",negatif
"Bau amis ikan sangat kuat di area tempat duduk. Strong fishy smell in the seating area.",negatif
"Meja makan terasa lengket dan kotor, seperti belum dilap. The dining table feels sticky and dirty, as if not wiped.",negatif
"Mie Godog-nya enak, kental dengan bumbu yang kaya rasa. The Mie Godog is delicious, thick with rich seasoning.",positif
"Gado-gado lontongnya segar, bumbu kacang pas, sayuran renyah. The gado-gado with rice cakes is fresh, the peanut sauce is perfect, vegetables crispy.",positif
"Ada diskon besar saat kami datang, jadi sangat hemat. There was a big discount when we came, so it was very economical.",positif
"Karyawan inisiatif membantu ketika kami bingung menu. Employees were proactive in helping when we were confused about the menu.",positif
"Menu vegetarian-nya sangat bervariasi dan enak semua. Their vegetarian menu is very varied and all delicious.",positif
"Rasa es teh lecinya kurang strong, mirip air gula. The lychee iced tea flavor is not strong enough, resembles sugar water.",netral
"Harga sate lilit mahal, porsi tidak sebanding harganya. Lilit satay price is expensive, portion not comparable to price.",negatif
"Dinding restoran kotor dan ada coretan, kurang perawatan. Restaurant walls are dirty with graffiti, poor maintenance.",negatif
"Rasa makanan berubah dari kunjungan terakhir, kualitas menurun. The food taste changed from the last visit, quality deteriorated.",negatif
"Tisu di meja sudah habis dan tidak diisi ulang. Tissues on the table were empty and not refilled.",negatif
"Bubur ayam toppingnya melimpah, rasa kuahnya gurih kental. Chicken porridge has abundant toppings, the broth is rich and thick.",positif
"Martabak manis cokelat kejunya tebal, topping tumpah-tumpah. The sweet chocolate cheese pancake is thick, toppings overflowing.",positif
"Wangi masakan memenuhi seluruh ruangan, bikin lapar. The aroma of cooking fills the entire room, making me hungry.",positif
"Konsep restoran unik, tema klasik Jawa sangat menarik. The restaurant concept is unique, classical Javanese theme is very appealing.",positif
"Minumannya refill, sangat menguntungkan apalagi haus berat. Drinks are refillable, very beneficial especially when very thirsty.",positif
"Pancake durian rasanya tidak buruk, tapi kurang berasa duriannya. Durian pancake tastes not bad, but less of a durian flavor.",netral
"Terjadi keributan antar pegawai di dekat meja kami, sangat tidak nyaman. A commotion between employees happened near our table, very uncomfortable.",negatif
"Pesanan dibatalkan tiba-tiba karena kehabisan bahan. Order suddenly cancelled due to running out of ingredients.",negatif
"Ada lalat beterbangan di atas makanan yang disajikan. Flies flying above the served food.",negatif
"AC bocor di atas meja kami, membuat tidak nyaman. AC leaked above our table, making it uncomfortable.",negatif
"Crispy duck-nya garing di luar, lembut di dalam, bumbu meresap. The crispy duck is crunchy outside, tender inside, well-seasoned.",positif
"Sambal matahnya fresh banget, pedasnya pas, cocok. The matah chili is very fresh, perfectly spicy, suitable.",positif
"Kecepatan pesanan tergolong cepat meski ramai pembeli. Order speed is quite fast despite many customers.",positif
"Pemiliknya menyapa langsung pelanggan, sangat personal. The owner directly greeted customers, very personal.",positif
"Jus jeruk peras murni tanpa tambahan air dan gula berlebih. Pure squeezed orange juice without added water and excess sugar.",positif
"Capcaynya cukup lumayan, hanya saja terlalu banyak saus. The Capcay is fairly good, just too much sauce.",netral
"Minta saus ekstra malah ditarik biaya tambahan, pelit. Asked for extra sauce but was charged extra, stingy.",negatif
"Suara musik di dalam terlalu kencang, sulit berkomunikasi. Music inside is too loud, hard to communicate.",negatif
"Tingkat keasinan di beberapa masakan tidak konsisten. Saltiness level in some dishes is inconsistent.",negatif
"Pelayan mendorong kursi saat membersihkan, tidak sopan. Waiter pushed chairs while cleaning, impolite.",negatif
"Nasi lemaknya harum sekali, lauk pendampingnya komplit. The nasi lemak is very fragrant, side dishes are complete.",positif
"Kue pancong lumer-nya enak, cokelatnya benar-benar meleleh. The molten pancong cake is good, chocolate truly melts.",positif
"Toiletnya bersih dan harum, nyaman digunakan. The toilet is clean and fragrant, comfortable to use.",positif
"Interiornya cozy, sofa nyaman, bikin betah berlama-lama. The interior is cozy, comfortable sofas, makes you want to linger.",positif
"Pesanannya selalu sesuai dengan request khusus kami. Orders are always according to our special requests.",positif
"Rawonnya ya standar saja, seperti buatan rumahan pada umumnya. The rawon is just standard, like homemade in general.",netral
"Antrean toilet panjang dan jorok, kurang perhatian ke fasilitas. Long and dirty toilet queue, poor facility attention.",negatif
"Parkir penuh, terpaksa putar balik cari tempat lain. Parking was full, had to turn around and find another spot.",negatif
"Pesan kentang goreng, malah dingin dan alot seperti sisa. Ordered french fries, but it came cold and tough like leftovers.",negatif
"Manajer restoran tidak peduli dengan keluhan pelanggan. The restaurant manager does not care about customer complaints.",negatif
"Es alpukat cokelatnya sangat creamy, alpukatnya matang sempurna. The avocado chocolate ice is very creamy, perfectly ripe avocado.",positif
"Cumi bakar madu bumbunya meresap sampai ke dalam, lembut. Honey grilled squid seasoning permeates, tender.",positif
"Tempatnya ada mushola, sangat membantu saat jam sholat. The place has a prayer room, very helpful during prayer times.",positif
"Menu minuman dingin sangat variatif, bikin ketagihan. The cold drink menu is very varied, addictive.",positif
"Soto mie bogor-nya kental dan isiannya banyak, puas. The Bogor noodle soup is thick and has many fillings, satisfying.",positif
"Es campur porsinya pas, tapi rasanya agak sedikit hambar. The mixed ice portion is just right, but the taste is a bit bland.",netral
